Geneid	Chr	Start	End	Strand	Length
ENSG00000270500	chr15	36864186	36864413	+	228
ENSG00000186073	chr15	36871812	36872162	+	9009
ENSG00000261635	chr15	36905675	36906399	+	725
ENSG00000261315	chr15	36909290	36911466	+	2177
ENSG00000260582	chr15	36918875	36919976	-	1102
ENSG00000261191	chr15	36933387	36933705	-	565
ENSG00000223518	chr15	37090797	37092029	-	2629
ENSG00000212511	chr15	37144841	37145059	+	219
ENSG00000259280	chr15	37168580	37168657	-	1390
ENSG00000134138	chr15	37181406	37184660	-	10802
ENSG00000206676	chr15	37343029	37343131	-	103
ENSG00000259460	chr15	37391540	37391630	+	464
ENSG00000270304	chr15	37546080	37547153	+	1074
ENSG00000259434	chr15	37657228	37657375	-	463
ENSG00000243122	chr15	37782892	37783304	+	413
ENSG00000166069	chr15	38214140	38214404	+	5333
ENSG00000259225	chr15	38276967	38277036	+	2448
ENSG00000236914	chr15	38361682	38362141	-	1793
ENSG00000259380	chr15	38431796	38433949	-	2982
ENSG00000166068	chr15	38544527	38545418	+	8260
ENSG00000171262	chr15	38746328	38746433	+	6851
ENSG00000259192	chr15	38750961	38751741	-	781
ENSG00000172575	chr15	38780304	38782889	-	6090
ENSG00000259326	chr15	38795054	38797182	+	2129
ENSG00000259598	chr15	38816271	38816645	+	553
ENSG00000201509	chr15	38834444	38834544	+	101
ENSG00000259747	chr15	38964048	38964141	+	815
ENSG00000175779	chr15	38988799	38988940	+	2043
ENSG00000259731	chr15	39048755	39048965	-	821
ENSG00000259345	chr15	39157523	39157923	-	3242
ENSG00000259278	chr15	39311434	39311525	+	574
ENSG00000259423	chr15	39459940	39460033	+	1208
ENSG00000259450	chr15	39480639	39482367	-	1961
ENSG00000175746	chr15	39542885	39543064	+	3078
ENSG00000259447	chr15	39592619	39592797	-	1112
ENSG00000259269	chr15	39764904	39765419	+	1334
ENSG00000259390	chr15	39804607	39804840	-	550
ENSG00000137801	chr15	39873280	39873429	+	10870
ENSG00000259279	chr15	39885781	39885884	-	281
ENSG00000150667	chr15	39892232	39893127	-	2951
ENSG00000259580	chr15	40062760	40062811	-	318
ENSG00000261136	chr15	40074772	40077818	+	3047
ENSG00000166073	chr15	40091233	40094455	-	5119
ENSG00000259432	chr15	40105424	40105827	-	567
ENSG00000246863	chr15	40213243	40218081	+	4839
ENSG00000200305	chr15	40214983	40215087	-	105
ENSG00000128829	chr15	40226347	40226540	+	10718
ENSG00000238564	chr15	40242907	40243009	+	103
ENSG00000259389	chr15	40243576	40243909	-	334
ENSG00000140319	chr15	40327940	40328701	-	2005
ENSG00000248508	chr15	40331512	40331649	+	2975
ENSG00000259584	chr15	40367405	40368221	-	864
ENSG00000104081	chr15	40380091	40384089	-	5447
ENSG00000259409	chr15	40381033	40381316	+	461
ENSG00000259239	chr15	40425969	40427415	-	1447
ENSG00000156970	chr15	40453224	40453456	+	4476
ENSG00000137843	chr15	40509629	40509868	+	6697
ENSG00000259288	chr15	40509629	40509868	+	3091
ENSG00000260648	chr15	40524283	40528308	+	4026
ENSG00000176753	chr15	40542865	40545170	-	2306
ENSG00000137841	chr15	40570377	40570545	-	7350
ENSG00000230778	chr15	40573645	40574787	-	1143
ENSG00000259307	chr15	40592871	40593226	+	568
ENSG00000244705	chr15	40604553	40605490	-	938
ENSG00000259198	chr15	40604816	40608835	+	4020
ENSG00000259330	chr15	40617417	40617689	+	594
ENSG00000188549	chr15	40623653	40627901	-	7510
ENSG00000252714	chr15	40623738	40623849	-	112
ENSG00000233041	chr15	40643234	40643263	+	941
ENSG00000140323	chr15	40650436	40650641	+	5171
ENSG00000259368	chr15	40661126	40661237	-	482
ENSG00000259714	chr15	40664026	40664323	+	401
ENSG00000261374	chr15	40666599	40668192	+	1594
ENSG00000128944	chr15	40674922	40675245	+	3654
ENSG00000128928	chr15	40697686	40698172	+	6855
ENSG00000140320	chr15	40731920	40732164	+	5196
ENSG00000259364	chr15	40745643	40745745	-	584
ENSG00000259211	chr15	40756392	40756755	-	729
ENSG00000169105	chr15	40763160	40765353	+	2194
ENSG00000244251	chr15	40772951	40773514	-	564
ENSG00000259536	chr15	40780240	40780406	+	2286
ENSG00000128891	chr15	40820882	40820989	-	8648
ENSG00000223313	chr15	40821769	40821872	+	104
ENSG00000166133	chr15	40861499	40862142	+	1875
ENSG00000137812	chr15	40886218	40886590	+	10250
ENSG00000238559	chr15	40899410	40899510	-	101
ENSG00000265814	chr15	40907865	40908126	-	262
ENSG00000259254	chr15	40935131	40935504	+	516
ENSG00000245849	chr15	40978922	40979344	-	1696
ENSG00000051180	chr15	40986972	40987018	+	2863
ENSG00000137824	chr15	41028082	41028792	-	5114
ENSG00000271236	chr15	41052795	41053072	+	278
ENSG00000137880	chr15	41056218	41056414	+	1529
ENSG00000104129	chr15	41060067	41060260	-	2919
ENSG00000188277	chr15	41062159	41064643	+	2485
ENSG00000166140	chr15	41099284	41100066	+	4264
ENSG00000166143	chr15	41107650	41107959	-	866
ENSG00000261183	chr15	41128006	41128480	-	1239
ENSG00000166145	chr15	41136216	41136476	+	3587
ENSG00000104140	chr15	41164412	41165699	-	1705
ENSG00000264256	chr15	41167511	41167608	+	98
ENSG00000104142	chr15	41186628	41187057	+	4049
ENSG00000251161	chr15	41199009	41199083	+	589
ENSG00000128917	chr15	41221538	41221932	+	4720
ENSG00000259405	chr15	41240934	41241067	-	134
ENSG00000128965	chr15	41245160	41246012	+	2051
ENSG00000128908	chr15	41271078	41272638	-	7014
ENSG00000259617	chr15	41291472	41291638	+	500
ENSG00000259463	chr15	41303795	41303934	+	414
ENSG00000259521	chr15	41309005	41309033	+	712
ENSG00000259547	chr15	41401076	41401376	+	301
ENSG00000157021	chr15	41455360	41455641	+	890
ENSG00000178997	chr15	41474923	41476791	-	3661
ENSG00000240847	chr15	41484165	41484463	-	299
ENSG00000187446	chr15	41523037	41523164	+	3905
ENSG00000247556	chr15	41576188	41576486	+	12009
ENSG00000104147	chr15	41601466	41602047	-	1236
ENSG00000137804	chr15	41624892	41625248	+	2875
ENSG00000259396	chr15	41635278	41635648	+	476
ENSG00000137806	chr15	41679551	41679791	-	1786
ENSG00000137815	chr15	41700606	41700779	+	5770
ENSG00000200407	chr15	41740940	41741042	-	103
ENSG00000137825	chr15	41785591	41785692	+	2090
ENSG00000062524	chr15	41795836	41796442	-	3490
ENSG00000103932	chr15	41809374	41809889	-	7046
ENSG00000259838	chr15	41849225	41849366	+	332
ENSG00000092445	chr15	41849873	41850670	+	6697
ENSG00000260926	chr15	41901664	41902122	-	709
ENSG00000174197	chr15	41913422	41913496	+	14513
ENSG00000207766	chr15	41983783	41983876	+	94
ENSG00000270702	chr15	42010568	42010870	-	303
ENSG00000260814	chr15	42062954	42063161	-	510
ENSG00000137802	chr15	42066632	42066808	+	10357
ENSG00000268632	chr15	42073346	42073408	-	183
ENSG00000250379	chr15	42117297	42117571	-	979
ENSG00000243708	chr15	42120283	42120386	+	5188
ENSG00000243789	chr15	42120283	42120386	+	1971
ENSG00000168970	chr15	42120293	42120386	+	7862
ENSG00000137877	chr15	42140345	42140826	-	12335
ENSG00000200293	chr15	42144111	42144227	-	117
ENSG00000264850	chr15	42158693	42158749	-	57
ENSG00000174171	chr15	42184991	42188141	+	3651
ENSG00000272003	chr15	42188137	42189031	-	895
ENSG00000103966	chr15	42190950	42193379	-	5066
ENSG00000259883	chr15	42213615	42213939	+	771
ENSG00000246740	chr15	42264961	42265196	+	2499
ENSG00000188089	chr15	42273780	42276172	-	5992
ENSG00000257797	chr15	42298330	42298410	+	467
ENSG00000159337	chr15	42359207	42361139	-	5138
ENSG00000168907	chr15	42433332	42434402	-	4014
ENSG00000166887	chr15	42450899	42453027	-	7710
ENSG00000207712	chr15	42491768	42491864	-	97
ENSG00000261002	chr15	42500611	42500882	+	988
ENSG00000103978	chr15	42502730	42503947	-	5588
ENSG00000214013	chr15	42565431	42566242	+	7685
ENSG00000260571	chr15	42605885	42605983	+	498
ENSG00000258461	chr15	42640301	42640414	+	4670
ENSG00000092529	chr15	42640301	42640414	+	5129
ENSG00000103994	chr15	42705021	42709558	-	12208
ENSG00000201077	chr15	42719789	42719895	-	107
ENSG00000092531	chr15	42783431	42783768	+	5893
ENSG00000261684	chr15	42824065	42824399	-	846
ENSG00000180979	chr15	42834720	42836322	-	3412
ENSG00000137814	chr15	42841008	42841163	+	4323
ENSG00000261822	chr15	42859229	42859337	-	710
ENSG00000260490	chr15	42864125	42864631	+	507
ENSG00000159433	chr15	42867857	42867960	+	20706
ENSG00000260282	chr15	42873354	42873686	-	333
ENSG00000239025	chr15	43000890	43000990	-	101
ENSG00000140326	chr15	43015757	43017868	-	5428
ENSG00000128881	chr15	43030932	43038455	-	11642
ENSG00000246283	chr15	43031316	43031433	+	2135
ENSG00000260799	chr15	43093166	43094603	-	1438
ENSG00000254793	chr15	43231508	43232556	-	1049
ENSG00000159459	chr15	43235095	43237668	-	9928
ENSG00000166947	chr15	43398423	43398493	-	5574
ENSG00000205871	chr15	43407897	43408691	-	795
ENSG00000137842	chr15	43415477	43415560	+	4810
ENSG00000260928	chr15	43423206	43423884	+	679
ENSG00000261687	chr15	43476277	43476668	-	532
ENSG00000166946	chr15	43477316	43477805	+	4676
ENSG00000104055	chr15	43524793	43525542	-	3584
ENSG00000202211	chr15	43539878	43539979	+	102
ENSG00000261679	chr15	43560102	43560586	-	485
ENSG00000159495	chr15	43568478	43568812	-	2325
ENSG00000260406	chr15	43594294	43594415	+	465
ENSG00000168806	chr15	43619974	43622803	-	2830
ENSG00000168803	chr15	43622872	43623057	+	5054
ENSG00000140265	chr15	43650370	43654139	-	6634
ENSG00000137822	chr15	43661419	43661609	+	8495
ENSG00000243871	chr15	43683633	43683925	-	293
ENSG00000067369	chr15	43699407	43699768	-	8843
ENSG00000166963	chr15	43803156	43803424	+	10652
ENSG00000168781	chr15	43825660	43827674	-	8054
ENSG00000237289	chr15	43885252	43885469	+	3939
ENSG00000242866	chr15	43891596	43891958	-	8407
ENSG00000222398	chr15	43894741	43894846	+	106
ENSG00000238535	chr15	43905880	43905983	+	104
ENSG00000166762	chr15	43920701	43922930	-	8403
ENSG00000206991	chr15	43929830	43929936	-	107
ENSG00000224677	chr15	43941321	43941478	+	158
ENSG00000249839	chr15	43955852	43955914	-	3235
ENSG00000223572	chr15	43985084	43985301	+	3088
ENSG00000166763	chr15	43991686	43991774	-	5328
ENSG00000201136	chr15	43994561	43994668	+	108
ENSG00000238494	chr15	44005342	44005445	+	104
ENSG00000205771	chr15	44019116	44019410	-	3925
ENSG00000206589	chr15	44026377	44026483	-	107
ENSG00000167004	chr15	44038590	44038904	+	4240
ENSG00000128886	chr15	44064798	44065424	-	2880
ENSG00000262560	chr15	44064815	44065421	-	2326
ENSG00000140264	chr15	44069285	44069700	+	7347
ENSG00000268488	chr15	44075041	44075058	-	48
ENSG00000221792	chr15	44085857	44085957	-	101
ENSG00000184716	chr15	44086360	44087411	-	2977
ENSG00000242028	chr15	44088340	44092346	+	6393
ENSG00000140259	chr15	44096690	44097474	-	2373
ENSG00000092470	chr15	44119161	44119316	+	4078
ENSG00000200391	chr15	44156091	44156203	-	113
ENSG00000171877	chr15	44162962	44166660	-	6317
ENSG00000227973	chr15	44168047	44168442	-	396
ENSG00000185607	chr15	44281259	44282382	-	1124
ENSG00000224055	chr15	44355709	44356511	+	803
ENSG00000203578	chr15	44564040	44564075	-	177
ENSG00000203411	chr15	44571085	44571234	+	186
ENSG00000203576	chr15	44575957	44576079	+	159
ENSG00000166734	chr15	44580927	44581554	+	6948
ENSG00000203575	chr15	44589782	44589883	+	174
ENSG00000196274	chr15	44595115	44595150	-	177
ENSG00000203574	chr15	44603029	44603064	-	147
ENSG00000203573	chr15	44603873	44604013	+	177
ENSG00000203572	chr15	44614380	44614412	-	174
ENSG00000250130	chr15	44646889	44647890	+	1002
ENSG00000259499	chr15	44679518	44679686	-	655
ENSG00000259595	chr15	44694883	44695137	-	625
ENSG00000137770	chr15	44719432	44719970	+	9665
ENSG00000265191	chr15	44726452	44726705	+	254
ENSG00000259335	chr15	44739775	44741542	-	1768
ENSG00000259563	chr15	44808848	44809112	-	498
ENSG00000179523	chr15	44819455	44819737	-	3330
ENSG00000104131	chr15	44829255	44829435	+	3195
ENSG00000259659	chr15	44850027	44850208	+	653
ENSG00000104133	chr15	44854894	44855499	-	11853
ENSG00000229474	chr15	44957930	44958169	-	4771
ENSG00000206957	chr15	44989531	44989628	-	98
ENSG00000166710	chr15	45003675	45003811	+	3151
ENSG00000185880	chr15	45021186	45021750	+	9237
ENSG00000259479	chr15	45118569	45119419	-	2301
ENSG00000259187	chr15	45118738	45118965	+	424
ENSG00000238845	chr15	45135810	45135922	+	113
ENSG00000212424	chr15	45176814	45176978	+	165
ENSG00000259742	chr15	45207000	45207132	-	509
ENSG00000259231	chr15	45211574	45211851	+	1141
ENSG00000252117	chr15	45219798	45219901	-	104
ENSG00000167014	chr15	45248900	45249175	+	1487
ENSG00000252475	chr15	45255028	45255131	+	104
ENSG00000259304	chr15	45262233	45263376	-	1144
ENSG00000252288	chr15	45265756	45265859	+	104
ENSG00000212550	chr15	45295062	45295226	-	165
ENSG00000140263	chr15	45315302	45315547	+	6159
ENSG00000259418	chr15	45333914	45334010	-	542
ENSG00000252171	chr15	45339301	45339413	-	113
ENSG00000259352	chr15	45365690	45365887	-	426
ENSG00000140279	chr15	45384848	45386470	-	9834
ENSG00000140274	chr15	45406519	45406950	+	2554
ENSG00000140254	chr15	45409569	45411563	-	3717
ENSG00000137857	chr15	45422131	45422296	+	8784
ENSG00000259539	chr15	45444862	45445415	-	595
ENSG00000138606	chr15	45459412	45460331	-	4894
ENSG00000259519	chr15	45462542	45462732	+	292
ENSG00000259932	chr15	45490715	45491337	-	623
ENSG00000260035	chr15	45492523	45492830	-	308
ENSG00000261709	chr15	45506646	45507242	-	597
ENSG00000259338	chr15	45507745	45508141	+	397
ENSG00000259520	chr15	45543884	45544270	-	1349
ENSG00000137860	chr15	45544428	45544476	+	3298
ENSG00000235390	chr15	45613275	45613890	-	616
ENSG00000259433	chr15	45622407	45624832	-	2426
ENSG00000238941	chr15	45646977	45647083	-	107
ENSG00000171766	chr15	45653322	45654419	-	6644
ENSG00000171763	chr15	45694529	45695716	+	3406
ENSG00000166920	chr15	45722727	45723030	+	1405
ENSG00000259342	chr15	45722850	45723012	-	729
ENSG00000211519	chr15	45725248	45725327	+	80
ENSG00000252285	chr15	45738661	45738722	-	62
ENSG00000259354	chr15	45740625	45740999	+	3886
ENSG00000104154	chr15	45771809	45777515	-	7293
ENSG00000238583	chr15	45783782	45783885	-	104
ENSG00000179362	chr15	45803334	45803403	+	3091
ENSG00000207516	chr15	45829448	45829575	+	128
ENSG00000259681	chr15	45850796	45851164	+	431
ENSG00000259427	chr15	45858974	45859272	+	299
ENSG00000104164	chr15	45879321	45879723	+	6812
ENSG00000260170	chr15	45879549	45879723	+	1060
ENSG00000200419	chr15	45884182	45884283	+	102
ENSG00000137767	chr15	45923346	45923428	+	3088
ENSG00000259200	chr15	45997276	45997487	+	1270
ENSG00000259743	chr15	46391391	46391708	-	800
ENSG00000259593	chr15	46633552	46633797	+	246
ENSG00000238819	chr15	46643860	46643944	-	85
ENSG00000238456	chr15	46952856	46952958	+	103
ENSG00000259255	chr15	46985486	46985820	+	539
ENSG00000223308	chr15	47012391	47012710	-	320
ENSG00000259509	chr15	47119724	47120156	+	433
ENSG00000252500	chr15	47249731	47249815	-	85
ENSG00000259752	chr15	47425693	47426320	-	628
ENSG00000137872	chr15	47476298	47476615	+	8560
ENSG00000222311	chr15	47534401	47534476	+	76
ENSG00000222343	chr15	47564794	47565086	+	293
ENSG00000259554	chr15	47566380	47566554	+	555
ENSG00000259221	chr15	47651627	47652294	-	1481
ENSG00000259360	chr15	47689698	47690092	-	581
ENSG00000259740	chr15	47817366	47817666	+	396
ENSG00000221202	chr15	47844672	47844768	-	97
ENSG00000259588	chr15	47896077	47896382	-	472
ENSG00000213862	chr15	48022341	48023132	-	792
ENSG00000259572	chr15	48095581	48095632	-	966
ENSG00000259754	chr15	48176507	48176701	+	581
ENSG00000259730	chr15	48236241	48236411	+	325
ENSG00000188467	chr15	48413169	48413362	+	4778
ENSG00000104177	chr15	48431625	48435268	-	9261
ENSG00000266143	chr15	48454002	48454100	+	99
ENSG00000259235	chr15	48481234	48481706	-	831
ENSG00000233932	chr15	48483736	48484050	+	3082
ENSG00000074803	chr15	48483861	48484050	+	12476
ENSG00000259385	chr15	48484388	48484637	-	695
ENSG00000259488	chr15	48604550	48604938	-	1099
ENSG00000202542	chr15	48617755	48617868	-	114
ENSG00000128951	chr15	48623208	48623388	+	3674
ENSG00000166147	chr15	48700503	48703576	-	16057
ENSG00000259705	chr15	48938148	48939027	+	1943
ENSG00000103995	chr15	49005125	49005407	-	8168
ENSG00000259216	chr15	49017535	49018024	+	490
ENSG00000259469	chr15	49021277	49021383	-	540
ENSG00000259670	chr15	49075387	49075568	+	406
ENSG00000259700	chr15	49102898	49103004	+	765
ENSG00000185634	chr15	49115932	49118323	-	6063
ENSG00000255302	chr15	49170083	49172380	+	2298
ENSG00000235883	chr15	49170346	49170565	+	523
ENSG00000259602	chr15	49230433	49230569	+	666
ENSG00000259500	chr15	49264000	49265558	+	1559
ENSG00000138593	chr15	49280673	49280818	-	8699
ENSG00000207105	chr15	49288109	49288219	-	111
ENSG00000265942	chr15	49334540	49334840	-	301
ENSG00000259656	chr15	49393988	49394407	+	743
ENSG00000166200	chr15	49398268	49398517	-	4940
ENSG00000200120	chr15	49429959	49430060	-	102
ENSG00000156958	chr15	49447853	49448213	+	5454
ENSG00000259467	chr15	49448526	49449044	+	519
ENSG00000264210	chr15	49461267	49461350	-	84
ENSG00000259545	chr15	49469807	49470041	-	598
ENSG00000243338	chr15	49491099	49491391	-	293
ENSG00000166262	chr15	49619159	49620872	-	6022
ENSG00000259531	chr15	49657321	49658882	-	1562
ENSG00000140285	chr15	49715293	49715637	+	6657
ENSG00000104047	chr15	49913177	49913526	+	3960
ENSG00000261597	chr15	49944336	49948429	+	4094
ENSG00000259388	chr15	50086443	50088294	+	1852
ENSG00000104043	chr15	50150435	50152672	-	10861
ENSG00000259188	chr15	50171801	50172669	+	1341
ENSG00000201086	chr15	50274640	50274758	+	119
ENSG00000140284	chr15	50474393	50475102	+	2802
ENSG00000200605	chr15	50514085	50514193	+	109
ENSG00000140287	chr15	50534144	50535203	-	3956
ENSG00000241175	chr15	50536828	50537128	-	301
ENSG00000104064	chr15	50569389	50570981	-	3877
ENSG00000271819	chr15	50639620	50639726	-	107
ENSG00000244879	chr15	50647525	50648129	+	2895
ENSG00000259715	chr15	50651647	50651929	-	612
ENSG00000264109	chr15	50652526	50652607	+	82
ENSG00000259465	chr15	50709582	50710889	+	1308
ENSG00000138592	chr15	50716577	50716851	+	7303
ENSG00000252376	chr15	50755578	50755695	+	118
ENSG00000242737	chr15	50758935	50759293	+	359
ENSG00000259618	chr15	50786215	50786327	-	297
ENSG00000259298	chr15	50789392	50789558	-	667
ENSG00000170236	chr15	50792759	50793034	-	1880
ENSG00000092439	chr15	50844670	50844894	-	9198
ENSG00000259684	chr15	50849798	50849895	+	606
ENSG00000243027	chr15	50981097	50981388	+	292
ENSG00000138600	chr15	50999506	51000071	-	3101
ENSG00000259773	chr15	51038906	51039027	+	304
ENSG00000241130	chr15	51090867	51091148	+	282
ENSG00000081014	chr15	51200869	51201125	+	7359
ENSG00000259378	chr15	51236860	51238193	+	1334
ENSG00000259240	chr15	51329685	51329878	+	561
ENSG00000183578	chr15	51348795	51350640	-	2262
ENSG00000259204	chr15	51356806	51357015	-	308
ENSG00000137869	chr15	51500254	51503253	-	8437
ENSG00000266593	chr15	51534387	51534461	+	75
ENSG00000259701	chr15	51571124	51571324	-	363
ENSG00000259306	chr15	51608038	51608334	+	776
ENSG00000186417	chr15	51633826	51634282	+	7144
ENSG00000270378	chr15	51643297	51643389	-	93
ENSG00000259194	chr15	51659574	51659672	+	174
ENSG00000259678	chr15	51706294	51706397	+	560
ENSG00000104093	chr15	51739908	51741390	-	13807
ENSG00000259668	chr15	51749483	51750250	+	1263
ENSG00000263437	chr15	51901894	51901963	-	70
ENSG00000104112	chr15	51973550	51974034	+	3310
ENSG00000259241	chr15	51985413	51986134	-	855
ENSG00000259296	chr15	52000192	52000471	-	387
ENSG00000140280	chr15	52015208	52015846	-	2074
ENSG00000128872	chr15	52043758	52043909	+	11636
ENSG00000259377	chr15	52044682	52045099	+	581
ENSG00000138594	chr15	52121825	52122033	+	7045
ENSG00000259632	chr15	52151382	52152840	-	1800
ENSG00000207484	chr15	52176753	52176850	+	98
ENSG00000259201	chr15	52179757	52179915	-	510
ENSG00000272337	chr15	52199397	52199502	+	106
ENSG00000259185	chr15	52201099	52201554	-	510
ENSG00000259556	chr15	52211270	52211342	-	1041
ENSG00000166477	chr15	52230222	52230457	-	2679
ENSG00000069956	chr15	52244303	52244480	+	5281
ENSG00000259438	chr15	52303196	52303663	-	865
ENSG00000259398	chr15	52325904	52326218	+	381
ENSG00000259712	chr15	52348872	52349452	-	635
ENSG00000259178	chr15	52374499	52374551	+	462
ENSG00000242327	chr15	52387492	52387944	+	453
